Laptop,Color Choice,Graphics Card,Hard Drive,Memory,Operating System,Processor,Display,Keyboard,final price
m15-r4,_,3060 6GB GDDR6,512GB PCIe M.2 SSD,32GB,home,i7,"15.6"" FHD (1920 x 1080) 144Hz 3ms 300-nits 100% sRGB color gamut + NVIDIA G-SYNC & Advanced Optimus",Alienware mSeries 4-Zone AlienFX RGB keyboard (Standard),14936.79111
m15-r4,_,3060 6GB GDDR6,512GB PCIe M.2 SSD,16GB,home,i7,"15.6"" FHD (1920 x 1080) 144Hz 3ms 300-nits 100% sRGB color gamut + NVIDIA G-SYNC & Advanced Optimus",Alienware mSeries per-key AlienFX RGB keyboard (Optional),13990.11111
m15-r4,_,3060 6GB GDDR6,512GB PCIe M.2 SSD,32GB,home,i7,"15.6"" FHD (1920 x 1080) 144Hz 3ms 300-nits 100% sRGB color gamut + NVIDIA G-SYNC & Advanced Optimus",Alienware mSeries per-key AlienFX RGB keyboard (Optional),15173.46111
m15-r4,_,3060 6GB GDDR6,512GB PCIe M.2 SSD,16GB,home,i7,"15.6"" FHD (1920 x 1080) 144Hz 3ms 300-nits 100% sRGB color gamut + NVIDIA G-SYNC & Advanced Optimus",Alienware's CherryMX ultra low-profile mechanical laptop keyboard with per-key AlienFX lighting,14936.79111
m15-r4,_,3060 6GB GDDR6,512GB PCIe M.2 SSD,32GB,home,i7,"15.6"" FHD (1920 x 1080) 144Hz 3ms 300-nits 100% sRGB color gamut + NVIDIA G-SYNC & Advanced Optimus",Alienware's CherryMX ultra low-profile mechanical laptop keyboard with per-key AlienFX lighting,16120.14111
m15-r4,_,3060 6GB GDDR6,1TB PCIe M.2 SSD,16GB,home,i7,"15.6"" FHD (1920 x 1080) 144Hz 3ms 300-nits 100% sRGB color gamut + NVIDIA G-SYNC & Advanced Optimus",Alienware mSeries 4-Zone AlienFX RGB keyboard (Standard),14542.34111
m15-r4,_,3060 6GB GDDR6,1TB PCIe M.2 SSD,32GB,home,i7,"15.6"" FHD (1920 x 1080) 144Hz 3ms 300-nits 100% sRGB color gamut + NVIDIA G-SYNC & Advanced Optimus",Alienware mSeries 4-Zone AlienFX RGB keyboard (Standard),15725.69111
m15-r4,_,3060 6GB GDDR6,1TB PCIe M.2 SSD,16GB,home,i7,"15.6"" FHD (1920 x 1080) 144Hz 3ms 300-nits 100% sRGB color gamut + NVIDIA G-SYNC & Advanced Optimus",Alienware mSeries per-key AlienFX RGB keyboard (Optional),14779.01111
m15-r4,_,3060 6GB GDDR6,1TB PCIe M.2 SSD,32GB,home,i7,"15.6"" FHD (1920 x 1080) 144Hz 3ms 300-nits 100% sRGB color gamut + NVIDIA G-SYNC & Advanced Optimus",Alienware mSeries per-key AlienFX RGB keyboard (Optional),15962.36111
m15-r4,_,3060 6GB GDDR6,1TB PCIe M.2 SSD,16GB,home,i7,"15.6"" FHD (1920 x 1080) 144Hz 3ms 300-nits 100% sRGB color gamut + NVIDIA G-SYNC & Advanced Optimus",Alienware's CherryMX ultra low-profile mechanical laptop keyboard with per-key AlienFX lighting,15725.69111
m15-r4,_,3060 6GB GDDR6,1TB PCIe M.2 SSD,32GB,home,i7,"15.6"" FHD (1920 x 1080) 144Hz 3ms 300-nits 100% sRGB color gamut + NVIDIA G-SYNC & Advanced Optimus",Alienware's CherryMX ultra low-profile mechanical laptop keyboard with per-key AlienFX lighting,16909.04111
m15-r4,_,3070 8GB GDDR6,512GB PCIe M.2 SSD,16GB,home,i7,"15.6"" FHD (1920 x 1080) 144Hz 3ms 300-nits 100% sRGB color gamut + NVIDIA G-SYNC & Advanced Optimus",Alienware mSeries 4-Zone AlienFX RGB keyboard (Standard),15725.69111
m15-r4,_,3070 8GB GDDR6,512GB PCIe M.2 SSD,32GB,home,i7,"15.6"" FHD (1920 x 1080) 144Hz 3ms 300-nits 100% sRGB color gamut + NVIDIA G-SYNC & Advanced Optimus",Alienware mSeries 4-Zone AlienFX RGB keyboard (Standard),16909.04111
m15-r4,_,3070 8GB GDDR6,512GB PCIe M.2 SSD,16GB,home,i7,"15.6"" FHD (1920 x 1080) 144Hz 3ms 300-nits 100% sRGB color gamut + NVIDIA G-SYNC & Advanced Optimus",Alienware mSeries per-key AlienFX RGB keyboard (Optional),15962.36111
m15-r4,_,3070 8GB GDDR6,512GB PCIe M.2 SSD,32GB,home,i7,"15.6"" FHD (1920 x 1080) 144Hz 3ms 300-nits 100% sRGB color gamut + NVIDIA G-SYNC & Advanced Optimus",Alienware mSeries per-key AlienFX RGB keyboard (Optional),17145.71111
m15-r4,_,3070 8GB GDDR6,512GB PCIe M.2 SSD,16GB,home,i7,"15.6"" FHD (1920 x 1080) 144Hz 3ms 300-nits 100% sRGB color gamut + NVIDIA G-SYNC & Advanced Optimus",Alienware's CherryMX ultra low-profile mechanical laptop keyboard with per-key AlienFX lighting,16909.04111
m15-r4,_,3070 8GB GDDR6,512GB PCIe M.2 SSD,32GB,home,i7,"15.6"" FHD (1920 x 1080) 144Hz 3ms 300-nits 100% sRGB color gamut + NVIDIA G-SYNC & Advanced Optimus",Alienware's CherryMX ultra low-profile mechanical laptop keyboard with per-key AlienFX lighting,18092.39111
m15-r4,_,3070 8GB GDDR6,1TB PCIe M.2 SSD,16GB,home,i7,"15.6"" FHD (1920 x 1080) 144Hz 3ms 300-nits 100% sRGB color gamut + NVIDIA G-SYNC & Advanced Optimus",Alienware mSeries 4-Zone AlienFX RGB keyboard (Standard),16514.59111
m15-r4,_,3070 8GB GDDR6,1TB PCIe M.2 SSD,32GB,home,i7,"15.6"" FHD (1920 x 1080) 144Hz 3ms 300-nits 100% sRGB color gamut + NVIDIA G-SYNC & Advanced Optimus",Alienware mSeries 4-Zone AlienFX RGB keyboard (Standard),17697.94111
m15-r4,_,3070 8GB GDDR6,1TB PCIe M.2 SSD,16GB,home,i7,"15.6"" FHD (1920 x 1080) 144Hz 3ms 300-nits 100% sRGB color gamut + NVIDIA G-SYNC & Advanced Optimus",Alienware mSeries per-key AlienFX RGB keyboard (Optional),16751.26111
m15-r4,_,3070 8GB GDDR6,1TB PCIe M.2 SSD,32GB,home,i7,"15.6"" FHD (1920 x 1080) 144Hz 3ms 300-nits 100% sRGB color gamut + NVIDIA G-SYNC & Advanced Optimus",Alienware mSeries per-key AlienFX RGB keyboard (Optional),17934.61111
m15-r4,_,3070 8GB GDDR6,1TB PCIe M.2 SSD,16GB,home,i7,"15.6"" FHD (1920 x 1080) 144Hz 3ms 300-nits 100% sRGB color gamut + NVIDIA G-SYNC & Advanced Optimus",Alienware's CherryMX ultra low-profile mechanical laptop keyboard with per-key AlienFX lighting,17697.94111
m15-r4,_,3070 8GB GDDR6,1TB PCIe M.2 SSD,32GB,home,i7,"15.6"" FHD (1920 x 1080) 144Hz 3ms 300-nits 100% sRGB color gamut + NVIDIA G-SYNC & Advanced Optimus",Alienware's CherryMX ultra low-profile mechanical laptop keyboard with per-key AlienFX lighting,18881.29111
m15-r4,_,3060 6GB GDDR6,512GB PCIe M.2 SSD,16GB,home,i7,"15.6"" FHD (1920 x 1080) 300Hz 3ms 300-nits 100% sRGB color gamut",Alienware mSeries 4-Zone AlienFX RGB keyboard (Standard),14542.34111
m15-r4,_,3060 6GB GDDR6,512GB PCIe M.2 SSD,32GB,home,i7,"15.6"" FHD (1920 x 1080) 300Hz 3ms 300-nits 100% sRGB color gamut",Alienware mSeries 4-Zone AlienFX RGB keyboard (Standard),15725.69111
m15-r4,_,3060 6GB GDDR6,512GB PCIe M.2 SSD,16GB,home,i7,"15.6"" FHD (1920 x 1080) 300Hz 3ms 300-nits 100% sRGB color gamut",Alienware mSeries per-key AlienFX RGB keyboard (Optional),14779.01111
m15-r4,_,3060 6GB GDDR6,512GB PCIe M.2 SSD,32GB,home,i7,"15.6"" FHD (1920 x 1080) 300Hz 3ms 300-nits 100% sRGB color gamut",Alienware mSeries per-key AlienFX RGB keyboard (Optional),15962.36111
m15-r4,_,3060 6GB GDDR6,512GB PCIe M.2 SSD,16GB,home,i7,"15.6"" FHD (1920 x 1080) 300Hz 3ms 300-nits 100% sRGB color gamut",Alienware's CherryMX ultra low-profile mechanical laptop keyboard with per-key AlienFX lighting,15725.69111
m15-r4,_,3060 6GB GDDR6,512GB PCIe M.2 SSD,32GB,home,i7,"15.6"" FHD (1920 x 1080) 300Hz 3ms 300-nits 100% sRGB color gamut",Alienware's CherryMX ultra low-profile mechanical laptop keyboard with per-key AlienFX lighting,16909.04111
m15-r4,_,3060 6GB GDDR6,1TB PCIe M.2 SSD,16GB,home,i7,"15.6"" FHD (1920 x 1080) 300Hz 3ms 300-nits 100% sRGB color gamut",Alienware mSeries 4-Zone AlienFX RGB keyboard (Standard),15331.24111
m15-r4,_,3060 6GB GDDR6,1TB PCIe M.2 SSD,32GB,home,i7,"15.6"" FHD (1920 x 1080) 300Hz 3ms 300-nits 100% sRGB color gamut",Alienware mSeries 4-Zone AlienFX RGB keyboard (Standard),16514.59111
m15-r4,_,3060 6GB GDDR6,1TB PCIe M.2 SSD,16GB,home,i7,"15.6"" FHD (1920 x 1080) 300Hz 3ms 300-nits 100% sRGB color gamut",Alienware mSeries per-key AlienFX RGB keyboard (Optional),15567.91111
m15-r4,_,3060 6GB GDDR6,1TB PCIe M.2 SSD,32GB,home,i7,"15.6"" FHD (1920 x 1080) 300Hz 3ms 300-nits 100% sRGB color gamut",Alienware mSeries per-key AlienFX RGB keyboard (Optional),16751.26111
m15-r4,_,3060 6GB GDDR6,1TB PCIe M.2 SSD,16GB,home,i7,"15.6"" FHD (1920 x 1080) 300Hz 3ms 300-nits 100% sRGB color gamut",Alienware's CherryMX ultra low-profile mechanical laptop keyboard with per-key AlienFX lighting,16514.59111
m15-r4,_,3060 6GB GDDR6,1TB PCIe M.2 SSD,32GB,home,i7,"15.6"" FHD (1920 x 1080) 300Hz 3ms 300-nits 100% sRGB color gamut",Alienware's CherryMX ultra low-profile mechanical laptop keyboard with per-key AlienFX lighting,17697.94111
m15-r4,_,3070 8GB GDDR6,512GB PCIe M.2 SSD,16GB,home,i7,"15.6"" FHD (1920 x 1080) 300Hz 3ms 300-nits 100% sRGB color gamut",Alienware mSeries 4-Zone AlienFX RGB keyboard (Standard),16514.59111
m15-r4,_,3070 8GB GDDR6,512GB PCIe M.2 SSD,32GB,home,i7,"15.6"" FHD (1920 x 1080) 300Hz 3ms 300-nits 100% sRGB color gamut",Alienware mSeries 4-Zone AlienFX RGB keyboard (Standard),17697.94111
m15-r4,_,3070 8GB GDDR6,512GB PCIe M.2 SSD,16GB,home,i7,"15.6"" FHD (1920 x 1080) 300Hz 3ms 300-nits 100% sRGB color gamut",Alienware mSeries per-key AlienFX RGB keyboard (Optional),16751.26111
m15-r4,_,3070 8GB GDDR6,512GB PCIe M.2 SSD,32GB,home,i7,"15.6"" FHD (1920 x 1080) 300Hz 3ms 300-nits 100% sRGB color gamut",Alienware mSeries per-key AlienFX RGB keyboard (Optional),17934.61111
m15-r4,_,3070 8GB GDDR6,512GB PCIe M.2 SSD,16GB,home,i7,"15.6"" FHD (1920 x 1080) 300Hz 3ms 300-nits 100% sRGB color gamut",Alienware's CherryMX ultra low-profile mechanical laptop keyboard with per-key AlienFX lighting,17697.94111
m15-r4,_,3070 8GB GDDR6,512GB PCIe M.2 SSD,32GB,home,i7,"15.6"" FHD (1920 x 1080) 300Hz 3ms 300-nits 100% sRGB color gamut",Alienware's CherryMX ultra low-profile mechanical laptop keyboard with per-key AlienFX lighting,18881.29111
m15-r4,_,3070 8GB GDDR6,1TB PCIe M.2 SSD,16GB,home,i7,"15.6"" FHD (1920 x 1080) 300Hz 3ms 300-nits 100% sRGB color gamut",Alienware mSeries 4-Zone AlienFX RGB keyboard (Standard),17303.49111
m15-r4,_,3070 8GB GDDR6,1TB PCIe M.2 SSD,32GB,home,i7,"15.6"" FHD (1920 x 1080) 300Hz 3ms 300-nits 100% sRGB color gamut",Alienware mSeries 4-Zone AlienFX RGB keyboard (Standard),18486.84111
m15-r4,_,3070 8GB GDDR6,1TB PCIe M.2 SSD,16GB,home,i7,"15.6"" FHD (1920 x 1080) 300Hz 3ms 300-nits 100% sRGB color gamut",Alienware mSeries per-key AlienFX RGB keyboard (Optional),17540.16111
m15-r4,_,3070 8GB GDDR6,1TB PCIe M.2 SSD,32GB,home,i7,"15.6"" FHD (1920 x 1080) 300Hz 3ms 300-nits 100% sRGB color gamut",Alienware mSeries per-key AlienFX RGB keyboard (Optional),18723.51111
m15-r4,_,3070 8GB GDDR6,1TB PCIe M.2 SSD,16GB,home,i7,"15.6"" FHD (1920 x 1080) 300Hz 3ms 300-nits 100% sRGB color gamut",Alienware's CherryMX ultra low-profile mechanical laptop keyboard with per-key AlienFX lighting,18486.84111
m15-r4,_,3070 8GB GDDR6,1TB PCIe M.2 SSD,32GB,home,i7,"15.6"" FHD (1920 x 1080) 300Hz 3ms 300-nits 100% sRGB color gamut",Alienware's CherryMX ultra low-profile mechanical laptop keyboard with per-key AlienFX lighting,19670.19111
m15-r4,_,3060 6GB GDDR6,512GB PCIe M.2 SSD,16GB,home,i7,"15.6"" OLED UHD (3840x2160) 60Hz 1ms 400-nits 100% DCI-P3 color gamut + Tobii Eyetracking technology",Alienware mSeries 4-Zone AlienFX RGB keyboard (Standard),15883.47111
m15-r4,_,3060 6GB GDDR6,512GB PCIe M.2 SSD,32GB,home,i7,"15.6"" OLED UHD (3840x2160) 60Hz 1ms 400-nits 100% DCI-P3 color gamut + Tobii Eyetracking technology",Alienware mSeries 4-Zone AlienFX RGB keyboard (Standard),17066.82111
m15-r4,_,3060 6GB GDDR6,512GB PCIe M.2 SSD,16GB,home,i7,"15.6"" OLED UHD (3840x2160) 60Hz 1ms 400-nits 100% DCI-P3 color gamut + Tobii Eyetracking technology",Alienware mSeries per-key AlienFX RGB keyboard (Optional),16120.14111
m15-r4,_,3060 6GB GDDR6,512GB PCIe M.2 SSD,32GB,home,i7,"15.6"" OLED UHD (3840x2160) 60Hz 1ms 400-nits 100% DCI-P3 color gamut + Tobii Eyetracking technology",Alienware mSeries per-key AlienFX RGB keyboard (Optional),17303.49111
m15-r4,_,3060 6GB GDDR6,512GB PCIe M.2 SSD,16GB,home,i7,"15.6"" OLED UHD (3840x2160) 60Hz 1ms 400-nits 100% DCI-P3 color gamut + Tobii Eyetracking technology",Alienware's CherryMX ultra low-profile mechanical laptop keyboard with per-key AlienFX lighting,17066.82111
m15-r4,_,3060 6GB GDDR6,512GB PCIe M.2 SSD,32GB,home,i7,"15.6"" OLED UHD (3840x2160) 60Hz 1ms 400-nits 100% DCI-P3 color gamut + Tobii Eyetracking technology",Alienware's CherryMX ultra low-profile mechanical laptop keyboard with per-key AlienFX lighting,18250.17111
m15-r4,_,3060 6GB GDDR6,1TB PCIe M.2 SSD,16GB,home,i7,"15.6"" OLED UHD (3840x2160) 60Hz 1ms 400-nits 100% DCI-P3 color gamut + Tobii Eyetracking technology",Alienware mSeries 4-Zone AlienFX RGB keyboard (Standard),16672.37111
m15-r4,_,3060 6GB GDDR6,1TB PCIe M.2 SSD,32GB,home,i7,"15.6"" OLED UHD (3840x2160) 60Hz 1ms 400-nits 100% DCI-P3 color gamut + Tobii Eyetracking technology",Alienware mSeries 4-Zone AlienFX RGB keyboard (Standard),17855.72111
m15-r4,_,3060 6GB GDDR6,1TB PCIe M.2 SSD,16GB,home,i7,"15.6"" OLED UHD (3840x2160) 60Hz 1ms 400-nits 100% DCI-P3 color gamut + Tobii Eyetracking technology",Alienware mSeries per-key AlienFX RGB keyboard (Optional),16909.04111
m15-r4,_,3060 6GB GDDR6,1TB PCIe M.2 SSD,32GB,home,i7,"15.6"" OLED UHD (3840x2160) 60Hz 1ms 400-nits 100% DCI-P3 color gamut + Tobii Eyetracking technology",Alienware mSeries per-key AlienFX RGB keyboard (Optional),18092.39111
m15-r4,_,3060 6GB GDDR6,1TB PCIe M.2 SSD,16GB,home,i7,"15.6"" OLED UHD (3840x2160) 60Hz 1ms 400-nits 100% DCI-P3 color gamut + Tobii Eyetracking technology",Alienware's CherryMX ultra low-profile mechanical laptop keyboard with per-key AlienFX lighting,17855.72111
m15-r4,_,3060 6GB GDDR6,1TB PCIe M.2 SSD,32GB,home,i7,"15.6"" OLED UHD (3840x2160) 60Hz 1ms 400-nits 100% DCI-P3 color gamut + Tobii Eyetracking technology",Alienware's CherryMX ultra low-profile mechanical laptop keyboard with per-key AlienFX lighting,19039.07111
m15-r4,_,3070 8GB GDDR6,512GB PCIe M.2 SSD,16GB,home,i7,"15.6"" OLED UHD (3840x2160) 60Hz 1ms 400-nits 100% DCI-P3 color gamut + Tobii Eyetracking technology",Alienware mSeries 4-Zone AlienFX RGB keyboard (Standard),17855.72111
m15-r4,_,3070 8GB GDDR6,512GB PCIe M.2 SSD,32GB,home,i7,"15.6"" OLED UHD (3840x2160) 60Hz 1ms 400-nits 100% DCI-P3 color gamut + Tobii Eyetracking technology",Alienware mSeries 4-Zone AlienFX RGB keyboard (Standard),19039.07111
m15-r4,_,3070 8GB GDDR6,512GB PCIe M.2 SSD,16GB,home,i7,"15.6"" OLED UHD (3840x2160) 60Hz 1ms 400-nits 100% DCI-P3 color gamut + Tobii Eyetracking technology",Alienware mSeries per-key AlienFX RGB keyboard (Optional),18092.39111
m15-r4,_,3070 8GB GDDR6,512GB PCIe M.2 SSD,32GB,home,i7,"15.6"" OLED UHD (3840x2160) 60Hz 1ms 400-nits 100% DCI-P3 color gamut + Tobii Eyetracking technology",Alienware mSeries per-key AlienFX RGB keyboard (Optional),19275.74111
m15-r4,_,3070 8GB GDDR6,512GB PCIe M.2 SSD,16GB,home,i7,"15.6"" OLED UHD (3840x2160) 60Hz 1ms 400-nits 100% DCI-P3 color gamut + Tobii Eyetracking technology",Alienware's CherryMX ultra low-profile mechanical laptop keyboard with per-key AlienFX lighting,19039.07111
m15-r4,_,3070 8GB GDDR6,512GB PCIe M.2 SSD,32GB,home,i7,"15.6"" OLED UHD (3840x2160) 60Hz 1ms 400-nits 100% DCI-P3 color gamut + Tobii Eyetracking technology",Alienware's CherryMX ultra low-profile mechanical laptop keyboard with per-key AlienFX lighting,20222.42111
m15-r4,_,3070 8GB GDDR6,1TB PCIe M.2 SSD,16GB,home,i7,"15.6"" OLED UHD (3840x2160) 60Hz 1ms 400-nits 100% DCI-P3 color gamut + Tobii Eyetracking technology",Alienware mSeries 4-Zone AlienFX RGB keyboard (Standard),18644.62111
m15-r4,_,3070 8GB GDDR6,1TB PCIe M.2 SSD,32GB,home,i7,"15.6"" OLED UHD (3840x2160) 60Hz 1ms 400-nits 100% DCI-P3 color gamut + Tobii Eyetracking technology",Alienware mSeries 4-Zone AlienFX RGB keyboard (Standard),19827.97111
m15-r4,_,3070 8GB GDDR6,1TB PCIe M.2 SSD,16GB,home,i7,"15.6"" OLED UHD (3840x2160) 60Hz 1ms 400-nits 100% DCI-P3 color gamut + Tobii Eyetracking technology",Alienware mSeries per-key AlienFX RGB keyboard (Optional),18881.29111
m15-r4,_,3070 8GB GDDR6,1TB PCIe M.2 SSD,32GB,home,i7,"15.6"" OLED UHD (3840x2160) 60Hz 1ms 400-nits 100% DCI-P3 color gamut + Tobii Eyetracking technology",Alienware mSeries per-key AlienFX RGB keyboard (Optional),20064.64111
m15-r4,_,3070 8GB GDDR6,1TB PCIe M.2 SSD,16GB,home,i7,"15.6"" OLED UHD (3840x2160) 60Hz 1ms 400-nits 100% DCI-P3 color gamut + Tobii Eyetracking technology",Alienware's CherryMX ultra low-profile mechanical laptop keyboard with per-key AlienFX lighting,19827.97111
m15-r4,_,3070 8GB GDDR6,1TB PCIe M.2 SSD,32GB,home,i7,"15.6"" OLED UHD (3840x2160) 60Hz 1ms 400-nits 100% DCI-P3 color gamut + Tobii Eyetracking technology",Alienware's CherryMX ultra low-profile mechanical laptop keyboard with per-key AlienFX lighting,21011.32111
m15-r4,_,3070 8GB GDDR6,512GB PCIe M.2 SSD,16GB,home,i7,"15.6"" FHD (1920 x 1080) 144Hz 3ms 300-nits 100% sRGB color gamut + NVIDIA G-SYNC & Advanced Optimus",Alienware mSeries 4-Zone AlienFX RGB keyboard (Standard),15252.35111
m15-r4,_,3070 8GB GDDR6,512GB PCIe M.2 SSD,16GB,home,i7,"15.6"" FHD (1920 x 1080) 144Hz 3ms 300-nits 100% sRGB color gamut + NVIDIA G-SYNC & Advanced Optimus",Alienware mSeries per-key AlienFX RGB keyboard (Optional),15489.02111
m15-r4,_,3070 8GB GDDR6,512GB PCIe M.2 SSD,16GB,home,i7,"15.6"" FHD (1920 x 1080) 144Hz 3ms 300-nits 100% sRGB color gamut + NVIDIA G-SYNC & Advanced Optimus",Alienware's CherryMX ultra low-profile mechanical laptop keyboard with per-key AlienFX lighting,16435.70111
m15-r4,_,3070 8GB GDDR6,1TB PCIe M.2 SSD,16GB,home,i7,"15.6"" FHD (1920 x 1080) 144Hz 3ms 300-nits 100% sRGB color gamut + NVIDIA G-SYNC & Advanced Optimus",Alienware mSeries 4-Zone AlienFX RGB keyboard (Standard),16041.25111
m15-r4,_,3070 8GB GDDR6,1TB PCIe M.2 SSD,16GB,home,i7,"15.6"" FHD (1920 x 1080) 144Hz 3ms 300-nits 100% sRGB color gamut + NVIDIA G-SYNC & Advanced Optimus",Alienware mSeries per-key AlienFX RGB keyboard (Optional),16277.92111
m15-r4,_,3070 8GB GDDR6,1TB PCIe M.2 SSD,16GB,home,i7,"15.6"" FHD (1920 x 1080) 144Hz 3ms 300-nits 100% sRGB color gamut + NVIDIA G-SYNC & Advanced Optimus",Alienware's CherryMX ultra low-profile mechanical laptop keyboard with per-key AlienFX lighting,17224.60111
m15-r4,_,3070 8GB GDDR6,512GB PCIe M.2 SSD,16GB,home,i7,"15.6"" FHD (1920 x 1080) 300Hz 3ms 300-nits 100% sRGB color gamut",Alienware mSeries 4-Zone AlienFX RGB keyboard (Standard),16041.25111
m15-r4,_,3070 8GB GDDR6,512GB PCIe M.2 SSD,16GB,home,i7,"15.6"" FHD (1920 x 1080) 300Hz 3ms 300-nits 100% sRGB color gamut",Alienware mSeries per-key AlienFX RGB keyboard (Optional),16277.92111
m15-r4,_,3070 8GB GDDR6,512GB PCIe M.2 SSD,16GB,home,i7,"15.6"" FHD (1920 x 1080) 300Hz 3ms 300-nits 100% sRGB color gamut",Alienware's CherryMX ultra low-profile mechanical laptop keyboard with per-key AlienFX lighting,17224.60111
m15-r4,_,3070 8GB GDDR6,1TB PCIe M.2 SSD,16GB,home,i7,"15.6"" FHD (1920 x 1080) 300Hz 3ms 300-nits 100% sRGB color gamut",Alienware mSeries 4-Zone AlienFX RGB keyboard (Standard),16830.15111
m15-r4,_,3070 8GB GDDR6,1TB PCIe M.2 SSD,16GB,home,i7,"15.6"" FHD (1920 x 1080) 300Hz 3ms 300-nits 100% sRGB color gamut",Alienware mSeries per-key AlienFX RGB keyboard (Optional),17066.82111
m15-r4,_,3070 8GB GDDR6,1TB PCIe M.2 SSD,16GB,home,i7,"15.6"" FHD (1920 x 1080) 300Hz 3ms 300-nits 100% sRGB color gamut",Alienware's CherryMX ultra low-profile mechanical laptop keyboard with per-key AlienFX lighting,18013.50111
m15-r4,_,3070 8GB GDDR6,512GB PCIe M.2 SSD,16GB,home,i7,"15.6"" FHD (1920 x 1080) 144Hz 3ms 300-nits 100% sRGB color gamut + NVIDIA G-SYNC & Advanced Optimus",Alienware mSeries 4-Zone AlienFX RGB keyboard (Standard),15489.02111
m15-r4,_,3070 8GB GDDR6,512GB PCIe M.2 SSD,16GB,home,i7,"15.6"" FHD (1920 x 1080) 144Hz 3ms 300-nits 100% sRGB color gamut + NVIDIA G-SYNC & Advanced Optimus",Alienware mSeries per-key AlienFX RGB keyboard (Optional),15725.69111
m15-r4,_,3070 8GB GDDR6,512GB PCIe M.2 SSD,16GB,home,i7,"15.6"" FHD (1920 x 1080) 144Hz 3ms 300-nits 100% sRGB color gamut + NVIDIA G-SYNC & Advanced Optimus",Alienware's CherryMX ultra low-profile mechanical laptop keyboard with per-key AlienFX lighting,16672.37111
m15-r4,_,3070 8GB GDDR6,1TB PCIe M.2 SSD,16GB,home,i7,"15.6"" FHD (1920 x 1080) 144Hz 3ms 300-nits 100% sRGB color gamut + NVIDIA G-SYNC & Advanced Optimus",Alienware mSeries 4-Zone AlienFX RGB keyboard (Standard),16277.92111
m15-r4,_,3070 8GB GDDR6,1TB PCIe M.2 SSD,16GB,home,i7,"15.6"" FHD (1920 x 1080) 144Hz 3ms 300-nits 100% sRGB color gamut + NVIDIA G-SYNC & Advanced Optimus",Alienware mSeries per-key AlienFX RGB keyboard (Optional),16514.59111
m15-r4,_,3070 8GB GDDR6,1TB PCIe M.2 SSD,16GB,home,i7,"15.6"" FHD (1920 x 1080) 144Hz 3ms 300-nits 100% sRGB color gamut + NVIDIA G-SYNC & Advanced Optimus",Alienware's CherryMX ultra low-profile mechanical laptop keyboard with per-key AlienFX lighting,17461.27111
m15-r4,_,3070 8GB GDDR6,512GB PCIe M.2 SSD,16GB,home,i7,"15.6"" FHD (1920 x 1080) 300Hz 3ms 300-nits 100% sRGB color gamut",Alienware mSeries 4-Zone AlienFX RGB keyboard (Standard),16277.92111
m15-r4,_,3070 8GB GDDR6,512GB PCIe M.2 SSD,16GB,home,i7,"15.6"" FHD (1920 x 1080) 300Hz 3ms 300-nits 100% sRGB color gamut",Alienware mSeries per-key AlienFX RGB keyboard (Optional),16514.59111
m15-r4,_,3070 8GB GDDR6,512GB PCIe M.2 SSD,16GB,home,i7,"15.6"" FHD (1920 x 1080) 300Hz 3ms 300-nits 100% sRGB color gamut",Alienware's CherryMX ultra low-profile mechanical laptop keyboard with per-key AlienFX lighting,17461.27111
m15-r4,_,3070 8GB GDDR6,1TB PCIe M.2 SSD,16GB,home,i7,"15.6"" FHD (1920 x 1080) 300Hz 3ms 300-nits 100% sRGB color gamut",Alienware mSeries 4-Zone AlienFX RGB keyboard (Standard),17066.82111
m15-r4,_,3070 8GB GDDR6,1TB PCIe M.2 SSD,16GB,home,i7,"15.6"" FHD (1920 x 1080) 300Hz 3ms 300-nits 100% sRGB color gamut",Alienware mSeries per-key AlienFX RGB keyboard (Optional),17303.49111
m15-r4,_,3070 8GB GDDR6,1TB PCIe M.2 SSD,16GB,home,i7,"15.6"" FHD (1920 x 1080) 300Hz 3ms 300-nits 100% sRGB color gamut",Alienware's CherryMX ultra low-profile mechanical laptop keyboard with per-key AlienFX lighting,18250.17111
m15-r4,_,3070 8GB GDDR6,512GB PCIe M.2 SSD,16GB,home,i7,"15.6"" OLED UHD (3840x2160) 60Hz 1ms 400-nits 100% DCI-P3 color gamut + Tobii Eyetracking technology",Alienware mSeries 4-Zone AlienFX RGB keyboard (Standard),17619.05111
m15-r4,_,3070 8GB GDDR6,512GB PCIe M.2 SSD,16GB,home,i7,"15.6"" OLED UHD (3840x2160) 60Hz 1ms 400-nits 100% DCI-P3 color gamut + Tobii Eyetracking technology",Alienware mSeries per-key AlienFX RGB keyboard (Optional),17855.72111
m15-r4,_,3070 8GB GDDR6,512GB PCIe M.2 SSD,16GB,home,i7,"15.6"" OLED UHD (3840x2160) 60Hz 1ms 400-nits 100% DCI-P3 color gamut + Tobii Eyetracking technology",Alienware's CherryMX ultra low-profile mechanical laptop keyboard with per-key AlienFX lighting,18802.40111
m15-r4,_,3070 8GB GDDR6,1TB PCIe M.2 SSD,16GB,home,i7,"15.6"" OLED UHD (3840x2160) 60Hz 1ms 400-nits 100% DCI-P3 color gamut + Tobii Eyetracking technology",Alienware mSeries 4-Zone AlienFX RGB keyboard (Standard),18407.95111
